tweet,clean_tweet,sentiment
Bupati Langkat layak dihukum mati seh,bupati langkat layak dihukum mati seh,Neutral
Perbudakan moderen kah? https://t.co/n5u4doWsaL,perbudakan moderen kah  ,Neutral
Penampakan Kerangkeng Manusia Pekerja Sawit di Rumah Bupati Langkat https://t.co/JHKhR65cCF,penampakan kerangkeng manusia pekerja sawit di rumah bupati langkat ,Neutral
"perlakuan bupati langkat ini sungguh tidak manusiawi, bangke‼️ https://t.co/VUwVMh9Dnt",perlakuan bupati langkat ini sungguh tidak manusiawi  bangke‼ ,Neutral
"FOTO-foto Penjara di Rumah Bupati Langkat, Tak Ada Kasur, Tahanan Diduga Disiksa https://t.co/Vl4SLBprh0",foto foto penjara di rumah bupati langkat  tak ada kasur  tahanan diduga disiksa ,Negative
"Mana suara Golkar suara Rakyat. Golkar hrs bertanggung jawab kpd rakyat atas perbuatan Bupati Langkat, kader Golkar… https://t.co/hX5K9ntADO",mana suara golkar suara rakyat  golkar hrs bertanggung jawab kpd rakyat atas perbuatan bupati langkat  kader golkar ,Neutral
"HUKUM MATI itu yg pantas utk pajabat biadab seperti ini.
@POLRI Pak @jokowi
----
Bupati Langkat Punya Penjara Priba… https://t.co/EYMSVbt59m",hukum mati itu yg pantas utk pajabat biadab seperti ini   pak       bupati langkat punya penjara priba ,Neutral
@convomf https://t.co/IZENepnrIy link berita,  link berita,Neutral
"Profil Irjen Pol Panca Putra, Selidiki Penjara Manusia di Rumah Bupati Langkat https://t.co/fmhIwxx7dt",profil irjen pol panca putra  selidiki penjara manusia di rumah bupati langkat ,Neutral
@tanyakanrl Bupati langkat, bupati langkat,Neutral
Ini Temuan Migrant Care Soal Dugaan Perbudakan Oleh Bupati Langkat https://t.co/PnCN8gxO11,ini temuan migrant care soal dugaan perbudakan oleh bupati langkat ,Negative
Ini Temuan Migrant Care Soal Dugaan Perbudakan Oleh Bupati Langkat https://t.co/ocHmW97O37,ini temuan migrant care soal dugaan perbudakan oleh bupati langkat ,Negative
@RizkiAsihan Iblis pensiun digantikan bupati langkat, iblis pensiun digantikan bupati langkat,Negative
"#sejahatinik?
#BupatiLangkat kurang ajar tidak memiliki empati atas kelas pekerja.
Kerangkeng Penjara Manusia dirum… https://t.co/MbSSg3MvZi", sejahatinik   bupatilangkat kurang ajar tidak memiliki empati atas kelas pekerja  kerangkeng penjara manusia dirum ,Positive
"@VICE_ID Niat baik bupati langkat buat rehab mandiri para pecandu narkoba, kenapa malah dianggap jelek,", niat baik bupati langkat buat rehab mandiri para pecandu narkoba  kenapa malah dianggap jelek ,Negative
serem banget kasus bupati langkat 💀,serem banget kasus bupati langkat ,Negative
"Kayak di film2 ya
Ngeri juga kerjaan bupati langkat ini.. https://t.co/Ns97aKhQAR",kayak di  ya ngeri juga kerjaan bupati langkat ini   ,Negative
"Penjara Manusia di Rumah Bupati Langkat Bikin Netizen Geram, Biadab? https://t.co/0A6JNADue0",penjara manusia di rumah bupati langkat bikin netizen geram  biadab  ,Negative
"Penjara Manusia di Rumah Bupati Langkat Bikin Netizen Geram, Biadab? https://t.co/fcxibsXy0Q",penjara manusia di rumah bupati langkat bikin netizen geram  biadab  ,Negative
Bangsat banget Bupati Non Aktif Langkat Terbit Rencana Perangin-Angin anjrit,bangsat banget bupati non aktif langkat terbit rencana perangin angin anjrit,Neutral
"Baru liat beritanya..

Buat bupati langkat, may you rot in hell ya anjing",baru liat beritanya    buat bupati langkat  may you rot in hell ya anjing,Negative
"Gilak tuh Bupati Langkat udah korupsi, punya lahan kebun sawit luas, malah pake sistem perbudakan terhadap manusia… https://t.co/OfYZIzD7ol",gilak tuh bupati langkat udah korupsi  punya lahan kebun sawit luas  malah pake sistem perbudakan terhadap manusia ,Negative
"@LeeM1neraL Hukum mati bupati langkat 
Bajingan", hukum mati bupati langkat  bajingan,Neutral
Polda Sumatera Utara terus melakukan penyelidikan terkait kerangkeng manusia yang berada di rumah pribadi Bupati La… https://t.co/XUGd3FXLKW,polda sumatera utara terus melakukan penyelidikan terkait kerangkeng manusia yang berada di rumah pribadi bupati la ,Neutral
@LeeM1neraL Usut kenapa si bupati anjing itu bisa Jadi bupati.. Ada permainan apa Di langkat, usut kenapa si bupati anjing itu bisa jadi bupati   ada permainan apa di langkat,Neutral
"Warganet Geram, Profil Wikipedia Bupati Langkat yang Punya Penjara di Rumah Diedit Begini https://t.co/YWRVWMHlXf",warganet geram  profil wikipedia bupati langkat yang punya penjara di rumah diedit begini ,Negative
"@Cintada16 @KukerNada Bangsa yang memiliki sejarah pernah dijajah bola-bali

https://t.co/f4E8Jrmi0k?",  bangsa yang memiliki sejarah pernah dijajah bola bali  ,Negative
"Ada Kerangkeng Manusia Di Rumah Bupati Langkat, Migrant Care: Praktek Perbudakan Modern! https://t.co/QdBAYTYvha",ada kerangkeng manusia di rumah bupati langkat  migrant care  praktek perbudakan modern  ,Neutral
"@veraagustian_ @mei_peseek @aariejazz Selain ketua golkar,sg bupati juga ketua MPC PEMUDA PANCASILA.kab LANGKAT",   selain ketua golkar sg bupati juga ketua mpc pemuda pancasila kab langkat,Neutral
"Bupati Langkat Terbit Rencana Perangin Angin kena OTT KPK. Usai kena OTT, temuan kerangkeng manusia di rumah Bupati… https://t.co/JQ0a6Dz72A",bupati langkat terbit rencana perangin angin kena ott kpk  usai kena ott  temuan kerangkeng manusia di rumah bupati ,Neutral
"@txtdriaurora @txtdrpemerintah Jadi gini, di dalam rumah bupati Langkat, (Langkat ini di dekat medan) ditemukan pen… https://t.co/5XAFMq4zNZ",  jadi gini  di dalam rumah bupati langkat   langkat ini di dekat medan  ditemukan pen ,Neutral
"Bupati tanpa perikemanusiaan

Risa
Langkat
Kerangkeng
Biadab https://t.co/retgEmEZVB",bupati tanpa perikemanusiaan  risa langkat kerangkeng biadab ,Negative
"@mei_peseek Bupati iblis ini ketua ormas pemuda pancasila langkat...ormas preman ketuanya iblis
.catet...anggota ny… https://t.co/AQdusgCjFx", bupati iblis ini ketua ormas pemuda pancasila langkat   ormas preman ketuanya iblis  catet   anggota ny ,Negative
Beneran marah bgt ya Allah... Ini orang sekeji-kejinya manusia dah astaghfirullah. Gak bisa bayangin jadi orang ora… https://t.co/M7h3ZuK8eV,beneran marah bgt ya allah    ini orang sekeji kejinya manusia dah astaghfirullah  gak bisa bayangin jadi orang ora ,Negative
"Fakta Penjara Manusia di Rumah Bupati Langkat Biadab, Lebih dari 40 Orang Pernah Ditahan

https://t.co/DFY07jXo8g… https://t.co/3S99zwuNBj",fakta penjara manusia di rumah bupati langkat biadab  lebih dari  orang pernah ditahan   ,Negative
Bupati Langkat dan Adiknya Tersangka Suap Proyek Infrastruktur https://t.co/8htJVwWOdO,bupati langkat dan adiknya tersangka suap proyek infrastruktur ,Negative
Bupati Langkat Sempat Kabur Saat Akan Diciduk KPK https://t.co/gL2b3TlWXs,bupati langkat sempat kabur saat akan diciduk kpk ,Negative
"Kekejaman yang seperti ini apakah akan terus dibiarkan? Utk kepentingan apa dan siapa?
https://t.co/al9DNwkMxz",kekejaman yang seperti ini apakah akan terus dibiarkan  utk kepentingan apa dan siapa  ,Negative
@JodohmuItuAkuu @Cintada16 Hahaha rehabilitasi....kayanya para pecandu ini disuruh jualan narkoba dengan bayaran sa… https://t.co/gL3pjsMqtN,  hahaha rehabilitasi    kayanya para pecandu ini disuruh jualan narkoba dengan bayaran sa ,Negative
"Ingat Bupati Biadab Ini Ketua Ormas Pemuda Pancasila langkat, Ormas Preman Ketuanya nya Iblis....Kerjanya memeras r… https://t.co/JVA7Kq0ZDx",ingat bupati biadab ini ketua ormas pemuda pancasila langkat  ormas preman ketuanya nya iblis    kerjanya memeras r ,Negative
"Kekejaman Terbit RP,
@PartaiGolkar, @kominfolangkat
@PemprovSUMUT @KemnakerRI Presiden @jokowi Perbudakan Modern
Ke… https://t.co/07jo1Ztujb",kekejaman terbit rp      presiden  perbudakan modern ke ,Negative
Polda Sumut Usut kerangkeng dan Dugaan Kerja Paksa Pecandu Narkoba di Kediaman Bupati Langkat… https://t.co/W7YURiAOzK,polda sumut usut kerangkeng dan dugaan kerja paksa pecandu narkoba di kediaman bupati langkat ,Negative
"@mei_peseek Udah masuk berita dari pagi td.

Itu para pekerja sawit jumlahnya 40org namun diduga jumlah sebenernya… https://t.co/476BnHK10e", udah masuk berita dari pagi td   itu para pekerja sawit jumlahnya  namun diduga jumlah sebenernya ,Negative
"Praktik perbudakan Bupati Langkat Biadab

Yuni Risa Bupati Biadab
AU - 0% Anime - 0% Thai - 0%
#LeeJunHo… https://t.co/pHR8Xpfa6X",praktik perbudakan bupati langkat biadab  yuni risa bupati biadab au     anime     thai      leejunho ,Negative
"BIODATA Bupati Langkat yang Punya Kerangkeng Manusia di Rumahnya, Migrant Care: 40 Pekerja Disiksa

Jeritan orang o… https://t.co/hxshJOSieX",biodata bupati langkat yang punya kerangkeng manusia di rumahnya  migrant care   pekerja disiksa  jeritan orang o ,Negative
gendut lu bupati langkat jelek bodoamat bodyshaming ah kesel w,gendut lu bupati langkat jelek bodoamat bodyshaming ah kesel w,Negative
Bupati Langkat Akan Diperiksa Komnas HAM Terkait Temuan Kerangkeng Manusia https://t.co/zJMCApmR4M,bupati langkat akan diperiksa komnas ham terkait temuan kerangkeng manusia ,Neutral
Keji! Ini Sel Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/v2VtpzphjI,keji  ini sel kerangkeng manusia di rumah bupati langkat ,Negative
"@VICE_ID Bupati Langkat kontol. Sekeluarganya semua bangsat, babi, tai. Yakali istri, anak dan sodaranya gak ada yg… https://t.co/pyhpEYpzXn", bupati langkat kontol  sekeluarganya semua bangsat  babi  tai  yakali istri  anak dan sodaranya gak ada yg ,Negative
Komnas HAM Dalami Dugaan Bupati Langkat Siksa dan Kerangkeng 40 Pekerja Sawit https://t.co/8T1eFV25Uv https://t.co/yVFkLq5vjb,komnas ham dalami dugaan bupati langkat siksa dan kerangkeng  pekerja sawit  ,Negative
Respon Edy Rahmayadi Ada Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/h0DcoPpDZf,respon edy rahmayadi ada kerangkeng manusia di rumah bupati langkat ,Neutral
Dugaan pelanggaran HAM itu milai dari tak memberikan izin pekerja untuk bepergian hingga dugaan kekerasan di dalam… https://t.co/dpGwSptlgs,dugaan pelanggaran ham itu milai dari tak memberikan izin pekerja untuk bepergian hingga dugaan kekerasan di dalam ,Negative
"""Untuk apa di rumahnya ada kerangkeng ? Saya cek dulu, yang pastinya, kalau itu untuk menghakimi orang kan nggak bo… https://t.co/2PZ48YH4GW", untuk apa di rumahnya ada kerangkeng   saya cek dulu  yang pastinya  kalau itu untuk menghakimi orang kan nggak bo ,Negative
"Bupati Langkat yang ke OTT KPK dari partai apa sih. BANGSAT banget.

Menganggap pekerja seperti budak hingga dibuat… https://t.co/sKwdhtuRtm",bupati langkat yang ke ott kpk dari partai apa sih  bangsat banget   menganggap pekerja seperti budak hingga dibuat ,Negative
"Polda Sumut terus menyelidiki kerangkeng manusia di halaman belakang rumah Bupati Langkat, Terbit Rencana Perangin-… https://t.co/8VfLNPOdds",polda sumut terus menyelidiki kerangkeng manusia di halaman belakang rumah bupati langkat  terbit rencana perangin  ,Neutral
"Bupati Langkat Sumut kayaknya udah kelewatan banget sih, kok bisa sih lolos jadi Bupati, ini pejabat yang ga waras",bupati langkat sumut kayaknya udah kelewatan banget sih  kok bisa sih lolos jadi bupati  ini pejabat yang ga waras,Neutral
"Biadab !!! lah
Bupati langkat nih manusia paling keji jaman modern.
patut lah vonis mati
#TolakJadiTahananKPK",biadab     lah bupati langkat nih manusia paling keji jaman modern  patut lah vonis mati  tolakjaditahanankpk,Negative
@BBCIndonesia Bupati Langkat bajingan!!, bupati langkat bajingan  ,Neutral
Ini bupati langkat idup lu gaguna bgt pls. Orangtua lu malu punya anak kyk lu anjing smg cpt2 mati deh.,ini bupati langkat idup lu gaguna bgt pls  orangtua lu malu punya anak kyk lu anjing smg  mati deh ,Negative
"Bupati nonaktif Langkat yang terjaring operasi tangkap tangan (OTT) KPK, Terbit Rencana Perangin-Angin, diduga mela… https://t.co/IleN3ktbwf",bupati nonaktif langkat yang terjaring operasi tangkap tangan  ott  kpk  terbit rencana perangin angin  diduga mela ,Negative
Pengen macul ndase bupati langkat🌸😊,pengen macul ndase bupati langkat,Neutral
"Nih bupati Langkat minta dieksekusi pake Blood Eagle kali, ngide banget ngekerangkeng orang seenak jidat",nih bupati langkat minta dieksekusi pake blood eagle kali  ngide banget ngekerangkeng orang seenak jidat,Negative
"40 Orang Buruh Sawit Diduga Jadi Korban Perbudakan Modern Bupati Langkat | Nasional - https://t.co/ON8dxYgNDt

Poli… https://t.co/pUSvXTVA70", orang buruh sawit diduga jadi korban perbudakan modern bupati langkat   nasional     poli ,Negative
Mengambil langkah menjadi bagian instansi pemerintah dengan tujuan bukan untuk mensejahterakan masyarakatnya tetapi… https://t.co/KkOHgEBAkX,mengambil langkah menjadi bagian instansi pemerintah dengan tujuan bukan untuk mensejahterakan masyarakatnya tetapi ,Neutral
Rasa rasanya hukuman penjara seumur hidup pun belum cukup untuk bupati langkat https://t.co/KaoqJHt6Bb,rasa rasanya hukuman penjara seumur hidup pun belum cukup untuk bupati langkat ,Positive
"Apa²an  ini...???
Sungguh BIADAB..!!! https://t.co/CDiCE1NN9s .",apa²an  ini       sungguh biadab        ,Negative
"Ada berita pilu hari ini :

Kakek 80th dituduh maling, dikeroyok sampe tewas

Bupati langkat yg penjarain pekerja s… https://t.co/GnD2i7hIMm",ada berita pilu hari ini    kakek  dituduh maling  dikeroyok sampe tewas  bupati langkat yg penjarain pekerja s ,Negative
"Yang bener pak..?? Seriusan binaan rehabilitasi.. ?? 
Kok cepet bener dapat kesimpulannya..??
Slogan : MENGAYOMI MA… https://t.co/vXwj4axnJj",yang bener pak     seriusan binaan rehabilitasi       kok cepet bener dapat kesimpulannya     slogan   mengayomi ma ,Negative
"Dear @senengangue,Tunggu dulu jangan kita gampang menyalahkan orang lain loh!!,jika benar perbutan Bupati langkat i… https://t.co/JhEGruai6M",dear  dulu jangan kita gampang menyalahkan orang lain loh   jika benar perbutan bupati langkat i ,Positive
@tanyakanrl Kirim wanita ini ke rumah bupati langkat., kirim wanita ini ke rumah bupati langkat ,Neutral
Ada Kerangkeng Manusia di Balik OTT Bupati Langkat Terbit Rencana Perangin Angin oleh KPK https://t.co/1MAjjBBZRP lewat @WartaKepri.co.id,ada kerangkeng manusia di balik ott bupati langkat terbit rencana perangin angin oleh kpk  lewat ,Neutral
"Kok ada bupati bejat bikin penjara untuk pekerjanya, semoga hukumannya bukan karena korupsi saja, tapi ada pelangga… https://t.co/o6Yu46QBOI",kok ada bupati bejat bikin penjara untuk pekerjanya  semoga hukumannya bukan karena korupsi saja  tapi ada pelangga ,Negative
"liat kasus bupati langkat jd keinget kasus yang pernah ada dan diceritain di podcast lenyap, kasus art yang dikurun… https://t.co/UPvnGF8gNL",liat kasus bupati langkat jd keinget kasus yang pernah ada dan diceritain di podcast lenyap  kasus art yang dikurun ,Negative
"Bupati Langkat Bupati Langkat, daritadi gua liat sedikit banget media yang nyebut siapa nama si Bupati Langkat ini.… https://t.co/vEPdaq6N9E",bupati langkat bupati langkat  daritadi gua liat sedikit banget media yang nyebut siapa nama si bupati langkat ini  ,Neutral
"@RickyAdiet Adittt, jan ngadi-ngadi. Aku Binje dit, bukan Langkat😭 mana ada kami Bupati, walikota kami yah wkwwkw", adittt  jan ngadi ngadi  aku binje dit  bukan langkat mana ada kami bupati  walikota kami yah wkwwkw,Neutral
Ya Allah😭 https://t.co/V7Qt3mUHik,ya allah ,Neutral
"Biadab sangat. Mesti dihukum cincang ini mah.
https://t.co/sD0TQWgcN7",biadab sangat  mesti dihukum cincang ini mah  ,Negative
@emangrese @pengarang_sajak Penjara Bupati Langkat?,  penjara bupati langkat ,Neutral
Komnas HAM Usut Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/lWx68mET1K,komnas ham usut kerangkeng manusia di rumah bupati langkat ,Neutral
"KAKAK ADIK DAKJAL. Bupati langkat 2019-2024, Terbit Rencana Perangin Angin &amp; saudara kandungnya Iskandar,terjerat O… https://t.co/ioQMFFu78E",kakak adik dakjal  bupati langkat    terbit rencana perangin angin  amp  saudara kandungnya iskandar terjerat o ,Negative
"Biadab memang itu Bupati,
Kawal sampe tuntas sampai ke akar-akar nya.
Dan jangan sampai tertutup kasusnya, terkhusu… https://t.co/e6KKDx360b",biadab memang itu bupati  kawal sampe tuntas sampai ke akar akar nya  dan jangan sampai tertutup kasusnya  terkhusu ,Neutral
Kerangkeng Manusia di Rumah Bupati Langkat!!! Begini Kata Polda Sumut https://t.co/Ir8uIgHq7G,kerangkeng manusia di rumah bupati langkat    begini kata polda sumut ,Neutral
"@nyfahrochi @fullmoonfolks Wkwk alasan doang buat dpt tenaga kerja gratis
https://t.co/D41cy0r3zm",  wkwk alasan doang buat dpt tenaga kerja gratis ,Positive
"Kerangkeng di Rumah Bupati Langkat Ada Sejak 2012, BNNK Sudah Koordinasi Izin Tapi Tidak Terealisasi https://t.co/46QGrtbKUh",kerangkeng di rumah bupati langkat ada sejak   bnnk sudah koordinasi izin tapi tidak terealisasi ,Positive
"Perbudakan modern oleh bupati Langkat
#biadap
#BupatiLangkat 
https://t.co/7duUcEV1Fg https://t.co/RcU9Jj864i",perbudakan modern oleh bupati langkat  biadap  bupatilangkat   ,Neutral
"@yadhiyadhiyadhi Dia merupakan politikus dari Partai Golkar, menjadi Bupati Langkat diusung oleh partai: PPP; Golka… https://t.co/yoSkqBrwp1", dia merupakan politikus dari partai golkar  menjadi bupati langkat diusung oleh partai  ppp  golka ,Neutral
"@RickyBangun7 @BBCIndonesia Inilah perlunya penuntasan, pasti aktornya bukan hanya Bupati saja.
Mari kawal bersama… https://t.co/RbSvigWrIP",  inilah perlunya penuntasan  pasti aktornya bukan hanya bupati saja  mari kawal bersama ,Neutral
"terus lagi Bupati Langkat..

gila2 mi penduduk Indonesia.. 😩",terus lagi bupati langkat     mi penduduk indonesia   ,Neutral
Apa aku harus jadi bupati langkat yg punya sel di rumah biar kamu ga kemana mana?,apa aku harus jadi bupati langkat yg punya sel di rumah biar kamu ga kemana mana ,Neutral
@hasyimmah @Budi78799799 Ini yg parah bngt bang.bupati langkat.bngub sel d rmh pribadi nya.macam jaman perbudakan m… https://t.co/CwgU7rmXG1,  ini yg parah bngt bang bupati langkat bngub sel d rmh pribadi nya macam jaman perbudakan m ,Negative
@anishidayah @Dzawinur Tolong org2 langkat wakilkan seribu kata kotor untuk bupati ini,  tolong  langkat wakilkan seribu kata kotor untuk bupati ini,Negative
"@__nottfound @anishidayah Masih kak, trnyata di dunia persawitan lazim terjadi. Miris
https://t.co/770jO5zVgB",  masih kak  trnyata di dunia persawitan lazim terjadi  miris ,Negative
"@satupersennn @anishidayah Golkar 
https://t.co/m34YU5cxba",  golkar  ,Neutral
Bupati Gila ! 2022 masih ada perbudakan ! Ini orang orang langkat pada tidur apa gimana ??! https://t.co/dwr5bWvkKA,bupati gila    masih ada perbudakan   ini orang orang langkat pada tidur apa gimana     ,Negative
"@mei_peseek Buat malu orang Karo aja nih Bupati nya..
Dari jaman ke jaman,gak ada beres nya di Langkat sana..
Bupati palangen..", buat malu orang karo aja nih bupati nya   dari jaman ke jaman gak ada beres nya di langkat sana   bupati palangen  ,Neutral
Wah anjing bener sih ini bupati Langkat stresss gak ngerti lagi dah,wah anjing bener sih ini bupati langkat stresss gak ngerti lagi dah,Neutral
"@BiruDedebuan @mei_peseek @DivHumas_Polri Susah
https://t.co/770jO5znr3",   susah ,Negative
Sakit jiwa https://t.co/0e9n5X5kBY,sakit jiwa ,Negative
"@manzwam @mei_peseek Laporkan koordinatnya bung, sepertinya praktik perbudakan di ladang sawit sdh byk dilakukan ya
https://t.co/770jO5zVgB",  laporkan koordinatnya bung  sepertinya praktik perbudakan di ladang sawit sdh byk dilakukan ya ,Positive
KPK Tetapkan Bupati Langkat jadi tersangka Kasus Korupsi https://t.co/VmzRtm1ebo,kpk tetapkan bupati langkat jadi tersangka kasus korupsi ,Negative
KPK Tetapkan Bupati Langkat jadi tersangka Kasus Korupsi https://t.co/wPFSDj8cAB,kpk tetapkan bupati langkat jadi tersangka kasus korupsi ,Negative
"Seperti Baron dalam little missy 
https://t.co/Rb14RI7VFG",seperti baron dalam little missy  ,Neutral
"Bupati langkat

https://t.co/Xy3mqZR0Ua https://t.co/Nwv7gys955",bupati langkat   ,Neutral
"@_memoryusang @danisemcgale @mei_peseek @KomnasHAM Sedihnya
https://t.co/rlkYcrWxBy",    sedihnya ,Neutral
"https://t.co/7rafr1IFc1
Bengis‼️
Jika benar dugaan ini maka dua tuntutan kasus hukum yang akan menjerat Bupati yg b… https://t.co/iiGF9ScU9E", bengis‼ jika benar dugaan ini maka dua tuntutan kasus hukum yang akan menjerat bupati yg b ,Negative
"@danisemcgale @mei_peseek @KomnasHAM Masalah begini @KomnasHAM ga bakal peduli....
bisa2 yg di bela malah Bupati La… https://t.co/Xpo1mxc6WX",   masalah begini  ga bakal peduli      yg di bela malah bupati la ,Neutral
sakit jiwa gak sih bupati langkat 🙏🏻,sakit jiwa gak sih bupati langkat ,Negative
@anishidayah Tembak mati aja itu bupati langkat @KomnasHAM, tembak mati aja itu bupati langkat ,Negative
"Dari penyelidikan awal polisi, ditemukan ada dua kerangkeng menyerupai penjara di sana. Pengakuan Terbit, tempat it… https://t.co/qRhu0rTvIc",dari penyelidikan awal polisi  ditemukan ada dua kerangkeng menyerupai penjara di sana  pengakuan terbit  tempat it ,Neutral
"Fungsinya diungkap, temuan kerangkeng manusia di rumah Bupati Langkat nonaktif membuat heboh… https://t.co/r5m2A7jtsF",fungsinya diungkap  temuan kerangkeng manusia di rumah bupati langkat nonaktif membuat heboh ,Neutral
Sdh 10 th kerangkeng utk rehabilitasi narkoba ini dijalankan. Dibiarkan atau benar2 tidak diketahui oleh polisi? In… https://t.co/ekh3zzP93e,sdh  th kerangkeng utk rehabilitasi narkoba ini dijalankan  dibiarkan atau  tidak diketahui oleh polisi  in ,Neutral
"Terbit Perangin-Angin harus dihukum penjara seumur hidup atas perbuatan menjijikkannya. 
https://t.co/ViDLyw84rm",terbit perangin angin harus dihukum penjara seumur hidup atas perbuatan menjijikkannya   ,Neutral
"Kerangkeng Manusia di Rumah Bupati Langkat Disoal, Begini Pengakuan Keluarga Pasien https://t.co/xxxw4GlLMi",kerangkeng manusia di rumah bupati langkat disoal  begini pengakuan keluarga pasien ,Neutral
"Kerangkeng Manusia di Rumah Bupati Langkat Disoal, Begini Pengakuan Keluarga Pasien https://t.co/tE18yM7qXK",kerangkeng manusia di rumah bupati langkat disoal  begini pengakuan keluarga pasien ,Neutral
"1. Bupati Langkat setelah diringkus KPK diketahui mengerangkeng puluhan manusia dan menyiksanya. 

2. Seorang ibu l… https://t.co/VsQSlrzfDE",  bupati langkat setelah diringkus kpk diketahui mengerangkeng puluhan manusia dan menyiksanya      seorang ibu l ,Negative
"BIODATA Bupati Langkat yang Punya Kerangkeng Manusia di Rumahnya, Migrant Care: 40 Pekerja Disiksa

https://t.co/RLLBSdumSc",biodata bupati langkat yang punya kerangkeng manusia di rumahnya  migrant care   pekerja disiksa  ,Negative
I hope bupati Langkat burn in the hell,i hope bupati langkat burn in the hell,Neutral
27 Orang Dievakuasi dari Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/5a3mrQ9ufP, orang dievakuasi dari kerangkeng manusia di rumah bupati langkat ,Neutral
Setan memang ada ternyata yg bntuknya manusia~~ https://t.co/toWK195aIY,setan memang ada ternyata yg bntuknya manusia   ,Neutral
"Cek min @Kemenkumham_RI 

https://t.co/4weMx6nxt7",cek min    ,Neutral
"Jika Kerangkeng tsb digunakan untuk Pengguna Narkoba, apa hak Bupati Langkat menahan mereka?
Kepolisianlah yg lebih… https://t.co/rCk2cbXvKm",jika kerangkeng tsb digunakan untuk pengguna narkoba  apa hak bupati langkat menahan mereka  kepolisianlah yg lebih ,Negative
Penjara Mantan Bupati Langkat https://t.co/zdGlBi3cs9,penjara mantan bupati langkat ,Neutral
@ad3ira29 Bupati langkat gemblung psikopat..hadehh zaman serba canggih masih bisa2nya punya pikiran kejem punya kar… https://t.co/AleXevyz3a, bupati langkat gemblung psikopat  hadehh zaman serba canggih masih  punya pikiran kejem punya kar ,Negative
bupati langkat ini sadis kali ah haha,bupati langkat ini sadis kali ah haha,Negative
Polri Cek Dugaan Kerangkeng Manusia di Rumah Bupati Nonaktif Langkat https://t.co/GfvhCwZz1u,polri cek dugaan kerangkeng manusia di rumah bupati nonaktif langkat ,Negative
"Kandang Buruh Sawit, Bupati Langkat Lakukan Perbudakan Modern https://t.co/IGoULatOQF",kandang buruh sawit  bupati langkat lakukan perbudakan modern ,Neutral
"Peristiwa lain terungkap seminggu usai KPK menangkap Bupati Langkat, TRP. Ia juga terlibat perbudakan modern. Banya… https://t.co/eqUVa1Otcz",peristiwa lain terungkap seminggu usai kpk menangkap bupati langkat  trp  ia juga terlibat perbudakan modern  banya ,Positive
"Fakta Temuan Penjara di Rumah Bupati Langkat, Diduga Lakukan Perbudakan Modern -
#kpk #BupatiLangkat #korupsi https://t.co/FyKocXAMoc",fakta temuan penjara di rumah bupati langkat  diduga lakukan perbudakan modern    kpk  bupatilangkat  korupsi ,Negative
"Sejak kapan kamu memperbudak mereka, padahal ibunya melahirkannya dengan keadaan merdeka wahai bupati Langkat? Biadab!!!!",sejak kapan kamu memperbudak mereka  padahal ibunya melahirkannya dengan keadaan merdeka wahai bupati langkat  biadab    ,Negative
"Soalnya bupati langkat dari partai kuning, makanya partai merah kok gercep beritain nya wkwk

Jangan jangan
Jangan kacang",soalnya bupati langkat dari partai kuning  makanya partai merah kok gercep beritain nya wkwk  jangan jangan jangan kacang,Negative
"@tirta_cipeng Parah bgt
https://t.co/D41cy0r3zm", parah bgt ,Negative
@mei_peseek @airlangga_hrt @na_nurularifin @PartaiGolkar Itu bupati langkat dr partai PKS?,    itu bupati langkat dr partai pks ,Neutral
"Barakallahu : GERGAJI BETON BASSIT BETRAYER Doddy MASUK #ISLAM 📢
-
Semoga Istiqomah 👌
-
#Pemilu2024BoikotPDIP… https://t.co/0ytSQXJUPE",barakallahu   gergaji beton bassit betrayer doddy masuk  islam    semoga istiqomah      ,Positive
Itu Bupati Langkat biadab banget dah,itu bupati langkat biadab banget dah,Negative
@ganyushutup Lu arah langkat?? Msup bupati lu kaga?, lu arah langkat   msup bupati lu kaga ,Neutral
"Sumpah ini parah banget sih 🥺

 https://t.co/pCByVohsFe",sumpah ini parah banget sih    ,Negative
"Anjiiirr anjir baru buka instagram, langsung lihat video korban perbudakan mantan bupati Langkat yg baru kena OTT K… https://t.co/laX3tHBAyK",anjiiirr anjir baru buka instagram  langsung lihat video korban perbudakan mantan bupati langkat yg baru kena ott k ,Negative
"Manusia tanpa adab dan perikemanusiaan atau hewan yang berwujud manusia 🤔
https://t.co/lviBO4bMxN",manusia tanpa adab dan perikemanusiaan atau hewan yang berwujud manusia  ,Neutral
Viral. Situasi di Kediaman Rumah mantan bupati langkat yang di sebut kerangkeng tahanan para pekerja kebun sawit mi… https://t.co/MW2xMMZUjO,viral  situasi di kediaman rumah mantan bupati langkat yang di sebut kerangkeng tahanan para pekerja kebun sawit mi ,Negative
"Buset dah, berasa jaman penjajahan Belanda 😰😱😢

Kepolisian Daerah (Polda) Sumatera Utara (Sumut) mendalami temuan a… https://t.co/QNGSXdeag5",buset dah  berasa jaman penjajahan belanda   kepolisian daerah  polda  sumatera utara  sumut  mendalami temuan a ,Negative
"@huffymo0d @AREAJULID Penjara cuy
https://t.co/D41cy0r3zm",  penjara cuy ,Neutral
